Vendor Categories,,,,
"Law office of Julie Frances, P.C.",,,,
All Dates,,,,

,Account name,Transaction date,Memo/Description,Full name
,Cash-ATC-PC Operating Account,11/07/2022,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Shareholder Distribution
,Cash-ATC-PC Operating Account,11/21/2022,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/21/2022,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Shareholder Distribution
,Cash-ATC-PC Operating Account,11/29/2022,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/29/2022,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Shareholder Distribution
,Cash-ATC-PC Operating Account,03/11/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/11/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,04/03/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/03/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,04/18/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/18/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,05/01/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,05/01/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,05/01/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,05/01/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,05/02/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,05/02/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,05/07/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,05/07/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,06/03/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/03/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,06/24/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/24/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,06/25/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/25/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,07/11/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/11/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,07/16/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/16/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,08/06/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/06/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,08/19/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/19/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,08/27/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/27/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,09/11/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/11/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,09/16/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/16/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,09/25/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/25/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,10/03/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/03/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,10/09/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/09/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,10/16/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/16/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,10/29/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/29/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,11/14/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/14/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,11/15/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/15/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,11/25/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/25/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,12/24/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/24/2024,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,01/03/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/03/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,01/21/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/21/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,02/14/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/14/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,02/14/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/14/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,02/18/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/18/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,02/18/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/18/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,03/11/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/11/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,03/11/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/11/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,04/11/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/11/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,04/11/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/11/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,04/11/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/11/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,04/15/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/15/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,05/05/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,05/05/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,05/27/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,05/27/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
,Cash-ATC-PC Operating Account,06/05/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/05/2025,AMEX EPAYMENT/ACH PMT JMF LAW PC Operating A,American Express
"Ryan, Kevin",,,,
,Cash-ATC-PC Operating Account,02/04/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/04/2022,,Due to Client
,Cash-ATC-PC Operating Account,02/04/2022,,ADK Retainer Account
,Cash-ATC-PC Operating Account,02/04/2022,,Undeposited Funds-1
,Cash-ATC-PC Operating Account,03/17/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/17/2022,,Due to Client
,Cash-ATC-PC Operating Account,03/17/2022,,ADK Retainer Account
,Cash-ATC-PC Operating Account,03/17/2022,MyCase Payment,Undeposited Funds-1
,Cash-ATC-PC Operating Account,05/31/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,05/31/2022,,Due to Client
,Cash-ATC-PC Operating Account,05/31/2022,,ADK Retainer Account
,Cash-ATC-PC Operating Account,05/31/2022,MyCase Payment,Undeposited Funds-1
,Cash-ATC-PC Operating Account,05/31/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,05/31/2022,,Due to Client
,Cash-ATC-PC Operating Account,05/31/2022,,ADK Retainer Account
,Cash-ATC-PC Operating Account,05/31/2022,,Undeposited Funds-1
,Cash-ATC-PC Operating Account,06/06/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/06/2022,,Due to Client
,Cash-ATC-PC Operating Account,06/06/2022,,ADK Retainer Account
,Cash-ATC-PC Operating Account,06/06/2022,MyCase Payment,Undeposited Funds-1
,Cash-ATC-PC Operating Account,09/28/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/28/2022,,Undeposited Funds-1
,Cash-ATC-PC Operating Account,11/04/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/04/2022,,Undeposited Funds-1
,Cash-ATC-PC Operating Account,11/28/2022,Check #110,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/28/2022,,Accounts Receivable
,Cash-ATC-PC Operating Account,01/10/2023,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/10/2023,,Undeposited Funds-1
,Cash-ATC-PC Operating Account,03/16/2023,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/16/2023,,Due to Client
,Cash-ATC-PC Operating Account,03/16/2023,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/16/2023,,Undeposited Funds-1
"Drosky, Joseph",,,,
,Cash-ATC-PC Operating Account,02/07/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/07/2022,,Undeposited Funds-1
"Braun, Jeff",,,,
,Cash-ATC-PC Operating Account,02/10/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/10/2022,,Undeposited Funds-1
Smith Executive Services,,,,
,Cash-ATC-PC Operating Account,02/11/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/11/2022,,Professional Fees
,Cash-ATC-PC Operating Account,10/21/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/21/2022,,Professional Fees
,Cash-ATC-PC Operating Account,12/01/2022,SMITH EXECUTIVE/SALE P C LAW OFFICE OF JULI,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/01/2022,SMITH EXECUTIVE/SALE P C LAW OFFICE OF JULI,Professional Fees
,Cash-ATC-PC Operating Account,02/01/2023,ACH Debit SMITH EXECUTIVE/SALE P C THE LAW OFFICE  OF,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/01/2023,ACH Debit SMITH EXECUTIVE/SALE P C THE LAW OFFICE  OF,Professional Fees
,Cash-ATC-PC Operating Account,06/01/2023,SMITH EXECUTIVE/SALE P C THE LAW OFFICE OF,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/01/2023,SMITH EXECUTIVE/SALE P C THE LAW OFFICE OF,Professional Fees
,Cash-ATC-PC Operating Account,08/02/2023,SMITH EXECUTIVE/SALE LAW OFFICE OF JULIE M,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/02/2023,SMITH EXECUTIVE/SALE LAW OFFICE OF JULIE M,Professional Fees
,Cash-ATC-PC Operating Account,02/26/2024,SMITH EXECUTIVE/SALE JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/26/2024,SMITH EXECUTIVE/SALE JULIE M FRANCES,Professional Fees
,Cash-ATC-PC Operating Account,02/26/2024,SMITH EXECUTIVE/SALE JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/26/2024,SMITH EXECUTIVE/SALE JULIE M FRANCES,Professional Fees
,Cash-ATC-PC Operating Account,02/26/2024,SMITH EXECUTIVE/SALE JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/26/2024,SMITH EXECUTIVE/SALE JULIE M FRANCES,Professional Fees
,Cash-ATC-PC Operating Account,02/26/2024,SMITH EXECUTIVE/SALE JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/26/2024,SMITH EXECUTIVE/SALE JULIE M FRANCES,Professional Fees
,Cash-ATC-PC Operating Account,02/26/2024,SMITH EXECUTIVE/SALE JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/26/2024,SMITH EXECUTIVE/SALE JULIE M FRANCES,Professional Fees
,Cash-ATC-PC Operating Account,04/02/2024,SMITH EXECUTIVE/SALE PC LAW OFFICE OF JULIE,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/02/2024,SMITH EXECUTIVE/SALE PC LAW OFFICE OF JULIE,Professional Fees
,Cash-ATC-PC Operating Account,05/02/2024,SMITH EXECUTIVE/SALE LAW OFFICE OF JULIE M,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,05/02/2024,SMITH EXECUTIVE/SALE LAW OFFICE OF JULIE M,Professional Fees
,Cash-ATC-PC Operating Account,06/04/2024,SMITH EXECUTIVE/SALE LAW OFFICE OF JULIE M,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/04/2024,SMITH EXECUTIVE/SALE LAW OFFICE OF JULIE M,Professional Fees
,Cash-ATC-PC Operating Account,08/01/2024,SMITH EXECUTIVE/SALE LAW OFFICE OF JULIE M,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/01/2024,SMITH EXECUTIVE/SALE LAW OFFICE OF JULIE M,Professional Fees
,Cash-ATC-PC Operating Account,09/04/2024,SMITH EXECUTIVE/SALE LAW OFFICE OF JULIE M,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/04/2024,SMITH EXECUTIVE/SALE LAW OFFICE OF JULIE M,Professional Fees
,Cash-ATC-PC Operating Account,10/01/2024,SMITH EXECUTIVE/SALE THE LAW OFFICE OF JULI,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/01/2024,SMITH EXECUTIVE/SALE THE LAW OFFICE OF JULI,Professional Fees
,Cash-ATC-PC Operating Account,11/04/2024,SMITH EXECUTIVE/SALE JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/04/2024,SMITH EXECUTIVE/SALE JULIE M FRANCES,Professional Fees
,Cash-ATC-PC Operating Account,01/03/2025,SMITH EXECUTIVE/SALE JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/03/2025,SMITH EXECUTIVE/SALE JULIE M FRANCES,Professional Fees
,Cash-ATC-PC Operating Account,02/05/2025,SMITH EXECUTIVE/SALE JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/05/2025,SMITH EXECUTIVE/SALE JULIE M FRANCES,Professional Fees
,Cash-ATC-PC Operating Account,03/05/2025,SMITH EXECUTIVE/SALE JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/05/2025,SMITH EXECUTIVE/SALE JULIE M FRANCES,Professional Fees
,Cash-ATC-PC Operating Account,04/02/2025,SMITH EXECUTIVE/SALE JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/02/2025,SMITH EXECUTIVE/SALE JULIE M FRANCES,Professional Fees
,Cash-ATC-PC Operating Account,05/01/2025,SMITH EXECUTIVE/SALE JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,05/01/2025,SMITH EXECUTIVE/SALE JULIE M FRANCES,Professional Fees
,Cash-ATC-PC Operating Account,06/03/2025,SMITH EXECUTIVE/SALE JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/03/2025,SMITH EXECUTIVE/SALE JULIE M FRANCES,Professional Fees
,Cash-ATC-PC Operating Account,07/02/2025,SMITH EXECUTIVE/SALE JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/02/2025,SMITH EXECUTIVE/SALE JULIE M FRANCES,Professional Fees
,Cash-ATC-PC Operating Account,08/01/2025,SMITH EXECUTIVE/SALE JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/01/2025,SMITH EXECUTIVE/SALE JULIE M FRANCES,Professional Fees
,Cash-ATC-PC Operating Account,09/03/2025,SMITH EXECUTIVE/SALE JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/03/2025,SMITH EXECUTIVE/SALE JULIE M FRANCES,Professional Fees
,Cash-ATC-PC Operating Account,10/02/2025,SMITH EXECUTIVE/SALE JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/02/2025,SMITH EXECUTIVE/SALE JULIE M FRANCES,Professional Fees
,Cash-ATC-PC Operating Account,11/05/2025,SMITH EXECUTIVE/SALE JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/05/2025,SMITH EXECUTIVE/SALE JULIE M FRANCES,Professional Fees
,Cash-ATC-PC Operating Account,12/01/2025,SMITH EXECUTIVE/SALE JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/01/2025,SMITH EXECUTIVE/SALE JULIE M FRANCES,Professional Fees
,Cash-ATC-PC Operating Account,12/31/2025,SMITH EXECUTIVE/SALE JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/31/2025,SMITH EXECUTIVE/SALE JULIE M FRANCES,Professional Fees
Catherine Thomas,,,,
,Cash-ATC-PC Operating Account,02/11/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/11/2022,,Undeposited Funds-1
,Cash-ATC-PC Operating Account,07/26/2022,1214,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/26/2022,,Accounts Receivable
"Tyminski, Robin",,,,
,Cash-ATC-PC Operating Account,02/18/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/18/2022,,Due to Client
,Cash-ATC-PC Operating Account,02/18/2022,,ADK Retainer Account
,Cash-ATC-PC Operating Account,02/18/2022,,Undeposited Funds-1
,Cash-ATC-PC Operating Account,02/18/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/18/2022,,Due to Client
,Cash-ATC-PC Operating Account,02/18/2022,,ADK Retainer Account
,Cash-ATC-PC Operating Account,02/18/2022,,Undeposited Funds-1
,Cash-ATC-PC Operating Account,08/11/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/11/2022,,Due to Client
,Cash-ATC-PC Operating Account,08/11/2022,,ADK Retainer Account
,Cash-ATC-PC Operating Account,08/11/2022,,Undeposited Funds-1
"Hoyt, Grant",,,,
,Cash-ATC-PC Operating Account,02/18/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/18/2022,,Due to Client
,Cash-ATC-PC Operating Account,02/18/2022,,ADK Retainer Account
,Cash-ATC-PC Operating Account,02/18/2022,,Undeposited Funds-1
,Cash-ATC-PC Operating Account,02/18/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/18/2022,,Due to Client
,Cash-ATC-PC Operating Account,02/18/2022,,ADK Retainer Account
,Cash-ATC-PC Operating Account,02/18/2022,,Undeposited Funds-1
,Cash-ATC-PC Operating Account,03/17/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/17/2022,,Due to Client
,Cash-ATC-PC Operating Account,03/17/2022,,ADK Retainer Account
,Cash-ATC-PC Operating Account,03/17/2022,MyCase Payment,Undeposited Funds-1
,Cash-ATC-PC Operating Account,04/20/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/20/2022,,Undeposited Funds-1
,Cash-ATC-PC Operating Account,06/02/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/02/2022,,Due to Client
,Cash-ATC-PC Operating Account,06/02/2022,,ADK Retainer Account
,Cash-ATC-PC Operating Account,06/02/2022,MyCase Payment,Undeposited Funds-1
,Cash-ATC-PC Operating Account,06/09/2022,MyCase Payment,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/09/2022,,Accounts Receivable
,Cash-ATC-PC Operating Account,06/30/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/30/2022,,Due to Client
,Cash-ATC-PC Operating Account,06/30/2022,,ADK Retainer Account
,Cash-ATC-PC Operating Account,06/30/2022,,Undeposited Funds-1
,Cash-ATC-PC Operating Account,09/21/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/21/2022,,Undeposited Funds-1
,Cash-ATC-PC Operating Account,12/05/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/05/2022,,Undeposited Funds-1
"Sherman, Susan",,,,
,Cash-ATC-PC Operating Account,02/18/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/18/2022,,Due to Client
,Cash-ATC-PC Operating Account,02/18/2022,,ADK Retainer Account
,Cash-ATC-PC Operating Account,02/18/2022,,Undeposited Funds-1
,Cash-ATC-PC Operating Account,03/25/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/25/2022,,Due to Client
,Cash-ATC-PC Operating Account,03/25/2022,,ADK Retainer Account
,Cash-ATC-PC Operating Account,03/25/2022,,Undeposited Funds-1
